PkId,Id,Barcode,Name,QtyInPackage,BasePrice,SalePrice,ItemGroupId,ItemCategoryId,ItemCategoryName,MeasureName,ManufacturerId,ManufacturerName,ItemSubCategoryId,ItemSubCategoryName,BrandId,BrandName,Volume,Weight,ActiveStatus
2108100925149251050,1502033,,Тос ургамлын /л/,0.0,0.0,0.0,Хүнс,,,Литр,,,,,,,0.0,0.0,Y
2108100926146651004,1502034,,Амтлагч цуу ,0.0,0.0,0.0,Хүнс,,,Ширхэг,,,,,,,0.0,0.0,Y
2108100926420731015,1502035,,Соус Soy,0.0,0.0,0.0,Хүнс,,,Ширхэг,,,,,,,0.0,0.0,Y
2108100927264711033,1502036,,Амтлагч гүжүчан,0.0,0.0,0.0,Хүнс,,,Ширхэг,,,,,,,0.0,0.0,Y
2108100927456041017,1502037,,Амтлагч Кетчуп,0.0,0.0,0.0,Хүнс,,,Ширхэг,,,,,,,0.0,0.0,Y
2108100928058391071,1502038,,Амтлагч Перец,0.0,0.0,0.0,Хүнс,,,Ширхэг,,,,,,,0.0,0.0,Y
2108100928255831071,1502039,,Өндөг,0.0,0.0,0.0,Хүнс,,,Ширхэг,,,,,,,0.0,0.0,Y
2108100935174561096,1502040,,Кимчи,0.0,0.0,0.0,Хүнс,,,Клограм,,,,,,,0.0,0.0,Y
2108100944032341023,1502041,,Амтлагч /тахиа/,0.0,0.0,0.0,Хүнс,,,Ширхэг,,,,,,,0.0,0.0,Y
2108100944315211033,1502042,,Дүпү,0.0,0.0,0.0,Хүнс,,,Ширхэг,,,,,,,0.0,0.0,Y
2108100945237551097,1502043,,Сүү,0.0,0.0,0.0,Хүнс,,,Литр,,,,,,,0.0,0.0,Y
2108100945523851022,1502044,,Амтлагч лаворын навч,0.0,0.0,0.0,Хүнс,,,Ширхэг,,,,,,,0.0,0.0,Y
2108100946305741000,1502045,,Давс,0.0,0.0,0.0,Хүнс,,,Ширхэг,,,,,,,0.0,0.0,Y
2108100946456111033,1502046,,Цай Lipton /100ш/,0.0,0.0,0.0,Хүнс,,,Ширхэг,,,,,,,0.0,0.0,Y
2108100947137951036,1502047,,Мах хонины ястай /кг/,0.0,0.0,0.0,Хүнс,,,Клограм,,,,,,,0.0,0.0,Y
2108100947578651062,1502048,,Мах хонины цул /кг/,0.0,0.0,0.0,Хүнс,,,Клограм,,,,,,,0.0,0.0,Y
2108100953420461063,1502049,,Мах ямааны цул /кг/,0.0,0.0,0.0,Хүнс,,,Клограм,,,,,,,0.0,0.0,Y
2108100954019861079,1502050,,Мах ямааны ястай /кг/,0.0,0.0,0.0,Хүнс,,,Клограм,,,,,,,0.0,0.0,Y
2108100954345301034,1502051,,Мах тэмээний цул /кг/,0.0,0.0,0.0,Хүнс,,,Клограм,,,,,,,0.0,0.0,Y
2108100954562881085,1502052,,Мах үхрийн цул /кг/,0.0,0.0,0.0,Хүнс,,,Клограм,,,,,,,0.0,0.0,Y
2108100955115761026,1502053,,Мах үхрийн ястай /кг/,0.0,0.0,0.0,Хүнс,,,Клограм,,,,,,,0.0,0.0,Y
2108100955299151037,1502054,,Мах тахианы цээж /кг/,0.0,0.0,0.0,Хүнс,,,Клограм,,,,,,,0.0,0.0,Y
2108100957129851016,1502055,,Мах тахианы гуя /кг/,0.0,0.0,0.0,Хүнс,,,Клограм,,,,,,,0.0,0.0,Y
2108100957359171025,1502056,,Мах тахианы мөч /кг/,0.0,0.0,0.0,Хүнс,,,Клограм,,,,,,,0.0,0.0,Y
2108100958082351014,1502057,,Мах Хонины сүүл /кг/,0.0,0.0,0.0,Хүнс,,,Клограм,,,,,,,0.0,0.0,Y
2108100958405251025,1502058,,Амтлагч Жан,0.0,0.0,0.0,Хүнс,,,Ширхэг,,,,,,,0.0,0.0,Y
2108100959018001059,1502059,,Мах үхрийн элэг /кг/,0.0,0.0,0.0,Хүнс,,,Клограм,,,,,,,0.0,0.0,Y
2108100959217331074,1502060,,Мах үхрийн гэдэс /кг/,0.0,0.0,0.0,Хүнс,,,Клограм,,,,,,,0.0,0.0,Y
2108100959349541091,1502061,,Мах хонины гэдэс /кг/,0.0,0.0,0.0,Хүнс,,,Клограм,,,,,,,0.0,0.0,Y
2108101000224701053,1501001,,00-н цаас,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2108101001221371016,1501002,,Угаагч парлон,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2108101001447301035,1501003,,Белизна,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2108101002110211055,1501004,,Саван /гарын/,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2108101002301841093,1501005,,Саван /эдийн/,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2108101002473471020,1501006,,Хлорамин,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2108101003039951000,1501007,,Угаалгын нунтаг /кг/,0.0,0.0,0.0,Хангамж,,,Клограм,,,,,,,0.0,0.0,Y
2108101003355041034,1501008,,Угаалгын шингэн /Л/,0.0,0.0,0.0,Хангамж,,,Литр,,,,,,,0.0,0.0,Y
2108101005014361020,1501009,,Резинэн бээлий,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2108101037260981043,1501010,,Скоч хүнсний,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2108101037467701020,1501011,,Алчуур элгэн,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2108101038566951042,1501012,,Алчуур дунд,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2108101039110051092,1501013,,Алчуур жижиг,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2108101039366471000,1501014,,Үдээсний запас,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2108101039554401029,1501015,,Цаасны цавуу,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2108101040124371059,1501016,,Скоч,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2108101040289081060,1501017,,Сальфетка гал тогооны,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2108101041014221041,1501018,,Шил цэвэрлэгч,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2108101041165851019,1501019,,Хулганы хор,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2108101041306881040,1501020,,Стикертэй цаас,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2108101505513801028,1501021,,Бичгийн цаас /боодол/,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2108250823104401063,802007,"4610138731941, 4650058327480","Түрс Икра ""Русская"" шилтэй улаан 1х*12ш*200 гр",0.0,5800.0,5800.0,"Мах, махан бүтээгдэхүүн",,,Ширхэг,,,,,,,0.0,0.0,Y
2108250831290211090,802009,"4610138731958, 4650058327473","Түрс Икра ""Русская""  шилтэй хар 1х*12ш*200 гр",0.0,5800.0,5800.0,"Мах, махан бүтээгдэхүүн",,,Ширхэг,,,,,,,0.0,0.0,Y
2109021026067531099,1502062,,Тос Гүнжид /л/,0.0,0.0,0.0,Хүнс,,,Литр,,,,,,,0.0,0.0,Y
2110021002598151082,1501022,,Цаасны хутга,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2110021003187951026,1501023,,Тодруулагч,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2110021013417311084,1501024,,Нэг удаагийн бээлий,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2110051019468711066,1501025,,Хавтас нүхтэй,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
2110051020046671068,1501026,,Хавтас,0.0,0.0,0.0,Хангамж,,,Ширхэг,,,,,,,0.0,0.0,Y
